Cuenta,Subcuenta,Objeto,Ordinal,Aporte nacional,Recursos propios,TOTAL,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Cuenta_n,Subcuenta_n,Objeto_n,Ordinal_n
Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,6569000000.0,,6569000000.0,1314,Funcionamiento,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),13,Hacienda,,,1.0,2.0,2.0,
Gastos de personal,Personal supernumerario y planta temporal,Remuneraciones no constitutivas de factor salarial,,1137000000.0,,1137000000.0,1314,Funcionamiento,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),13,Hacienda,,,1.0,2.0,3.0,
Adquisición de bienes  y servicios,,,,96169000000.0,,96169000000.0,1314,Funcionamiento,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),13,Hacienda,,,2.0,,,
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,,26000000.0,,26000000.0,1314,Funcionamiento,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),13,Hacienda,,,3.0,2.0,2.0,
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,16053000000.0,,16053000000.0,1314,Funcionamiento,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),13,Hacienda,,,3.0,3.0,1.0,999
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),431000000.0,,431000000.0,1314,Funcionamiento,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),13,Hacienda,,,3.0,4.0,2.0,012
Transferencias corrientes,Sentencias y conciliaciones,,,7709000000.0,,7709000000.0,1314,Funcionamiento,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),13,Hacienda,,,3.0,10.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,19000000.0,,19000000.0,1314,Funcionamiento,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),13,Hacienda,,,8.0,1.0,,
Servicio de la deuda pública interna,Principal,Otras cuentas por pagar,,14007000000.0,,14007000000.0,1314,Deuda,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),13,Hacienda,,,10.0,1.0,3.0,
Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Mejoramiento del soporte de las tecnologías de información en la ugpp  bogotá,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,7194519134.0,,7194519134.0,1314,Inversión,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),13,Hacienda,,,1399.0,1000.0,3.0,803001
Gastos de personal,Planta de personal permanente,Salario,,15290000000.0,,15290000000.0,1315,Funcionamiento,Fondo adaptación,13,Hacienda,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,5590000000.0,,5590000000.0,1315,Funcionamiento,Fondo adaptación,13,Hacienda,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,6419000000.0,,6419000000.0,1315,Funcionamiento,Fondo adaptación,13,Hacienda,,,1.0,1.0,3.0,
Adquisición de bienes  y servicios,,,,6311000000.0,,6311000000.0,1315,Funcionamiento,Fondo adaptación,13,Hacienda,,,2.0,,,
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,6348000000.0,,6348000000.0,1315,Funcionamiento,Fondo adaptación,13,Hacienda,,,3.0,3.0,1.0,999
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),80000000.0,,80000000.0,1315,Funcionamiento,Fondo adaptación,13,Hacienda,,,3.0,4.0,2.0,012
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,4000000.0,,4000000.0,1315,Funcionamiento,Fondo adaptación,13,Hacienda,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,5500000000.0,,5500000000.0,1315,Funcionamiento,Fondo adaptación,13,Hacienda,,,8.0,4.0,1.0,
Reducción de la vulnerabilidad fiscal ante desastres y riesgos climáticos,Intersubsectorial gobierno,"Implementación de medidas de recuperación de las dinámicas hídricas naturales de la región de la mojana en el contexto actual de cambio climático y reducción de riesgo  bolívar, sucre, córdoba, antioquia","4. transformación productiva, internacionalización y acción clímatica / e. reducción de la vulnerabilidad fiscal y financiera ante riesgos climáticos y desastres",148648236982.0,,148648236982.0,1315,Inversión,Fondo adaptación,13,Hacienda,,,1303.0,1000.0,6.0,40404e
Servicio de la deuda pública externa,Principal,Títulos de deuda,,3044877610156.0,,3044877610156.0,1401,Deuda,Servicio de la deuda pública nacional,14,Servicio de la deuda pública nacional,,,9.0,1.0,1.0,
Servicio de la deuda pública externa,Principal,Préstamos,,16464701659532.0,,16464701659532.0,1401,Deuda,Servicio de la deuda pública nacional,14,Servicio de la deuda pública nacional,,,9.0,1.0,2.0,
Servicio de la deuda pública externa,Intereses,Títulos de deuda,,10242173836858.0,,10242173836858.0,1401,Deuda,Servicio de la deuda pública nacional,14,Servicio de la deuda pública nacional,,,9.0,2.0,1.0,
Servicio de la deuda pública externa,Intereses,Préstamos,,7278775986544.0,,7278775986544.0,1401,Deuda,Servicio de la deuda pública nacional,14,Servicio de la deuda pública nacional,,,9.0,2.0,2.0,
Servicio de la deuda pública externa,Comisiones y otros gastos,Títulos de deuda,,90773419259.0,,90773419259.0,1401,Deuda,Servicio de la deuda pública nacional,14,Servicio de la deuda pública nacional,,,9.0,3.0,1.0,
Servicio de la deuda pública externa,Comisiones y otros gastos,Préstamos,,131509890178.0,,131509890178.0,1401,Deuda,Servicio de la deuda pública nacional,14,Servicio de la deuda pública nacional,,,9.0,3.0,2.0,
Servicio de la deuda pública externa,Comisiones y otros gastos,Otras cuentas por pagar,,7024987608.0,,7024987608.0,1401,Deuda,Servicio de la deuda pública nacional,14,Servicio de la deuda pública nacional,,,9.0,3.0,3.0,
Servicio de la deuda pública interna,Principal,Títulos de deuda,,12096662048865.0,,12096662048865.0,1401,Deuda,Servicio de la deuda pública nacional,14,Servicio de la deuda pública nacional,,,10.0,1.0,1.0,
Servicio de la deuda pública interna,Principal,Préstamos,,28001000000.0,,28001000000.0,1401,Deuda,Servicio de la deuda pública nacional,14,Servicio de la deuda pública nacional,,,10.0,1.0,2.0,
Servicio de la deuda pública interna,Principal,Otras cuentas por pagar,,7550000000000.0,,7550000000000.0,1401,Deuda,Servicio de la deuda pública nacional,14,Servicio de la deuda pública nacional,,,10.0,1.0,3.0,
Servicio de la deuda pública interna,Intereses,Títulos de deuda,,35117427714218.0,,35117427714218.0,1401,Deuda,Servicio de la deuda pública nacional,14,Servicio de la deuda pública nacional,,,10.0,2.0,1.0,
Servicio de la deuda pública interna,Intereses,Préstamos,,280000000.0,,280000000.0,1401,Deuda,Servicio de la deuda pública nacional,14,Servicio de la deuda pública nacional,,,10.0,2.0,2.0,
Servicio de la deuda pública interna,Comisiones y otros gastos,Títulos de deuda,,295225000555.0,,295225000555.0,1401,Deuda,Servicio de la deuda pública nacional,14,Servicio de la deuda pública nacional,,,10.0,3.0,1.0,
Gastos de personal,Planta de personal permanente,Salario,,49879000000.0,,49879000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,14149000000.0,,14149000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,9230000000.0,,9230000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,1.0,1.0,3.0,
Gastos de personal,Planta de personal permanente,Otros gastos de personal - distribución previo concepto dgppn,,13595000000.0,,13595000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,1.0,1.0,4.0,
Adquisición de bienes  y servicios,,,,99126000000.0,,99126000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,2.0,,,
Transferencias corrientes,Subvenciones,A empresas  públicas no financieras,Subvenciones a satena s.a. como único operador de rutas sociales. (art. 240 ley 1753 de 2015),78447000000.0,,78447000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,3.0,1.0,2.0,001
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,,93000000.0,,93000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,3.0,2.0,2.0,
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Programa de desmovilización y sometimiento (decreto 128 de 2003 y 965 de 2020),13681000000.0,,13681000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,3.0,3.0,1.0,023
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo de defensa técnica y especializada de los miembros de la fuerza pública,17330000000.0,,17330000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,3.0,3.0,1.0,086
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,842898000000.0,,842898000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,3.0,3.0,1.0,999
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Cuotas partes pensionales (de pensiones),11312000000.0,,11312000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,3.0,4.0,2.0,002
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Bonos pensionales (de pensiones),91741000000.0,,91741000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,3.0,4.0,2.0,004
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),196000000.0,,196000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,3.0,4.0,2.0,012
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Indemnización por disminución de la capacidad psicofísica (no de pensiones),131000000.0,,131000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,3.0,4.0,2.0,023
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Transferir al fondo de solidaridad de la caja de vivienda militar y de policía. numeral 5 parágrafo 2 articulo 1 ley 1305 de 2009 (no de pensiones),7594000000.0,,7594000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,3.0,4.0,2.0,024
Transferencias corrientes,Sentencias y conciliaciones,,,300000000000.0,,300000000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,3.0,10.0,,
Disminución de pasivos,Cesantías,,,7000000000.0,,7000000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,7.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,2000000.0,,2000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,10000000.0,,10000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,8.0,3.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,43450000000.0,,43450000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,8.0,4.0,1.0,
Gastos de personal,Planta de personal permanente,Salario,,17544000000.0,,17544000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,5408000000.0,,5408000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,2184000000.0,,2184000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,1.0,1.0,3.0,
Gastos de personal,Planta de personal permanente,Otros gastos de personal - distribución previo concepto dgppn,,4611000000.0,,4611000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,1.0,1.0,4.0,
Gastos de personal,Personal supernumerario y planta temporal,Salario,,5564000000.0,,5564000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,1.0,2.0,1.0,
Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,1319000000.0,,1319000000.0,1501,Funcionamiento,Ministerio de defensa nacional,15,Defensa y policía,,,1.0,2.0,2.0,
