Cuenta,Subcuenta,Objeto,Ordinal,"APORTE 
NACIONAL",RECURSOS PROPIOS,TOTAL,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Cuenta_n,Subcuenta_n,Objeto_n,Ordinal_n
Transferencias corrientes,A empresas,Actividades de servicios financieros y de seguros,Apertura y/u operacion oficinas de la red social del banco agrario a nivel nacional. ley 795 de 2003,1090000000.0,,1090000000.0,1701,Funcionamiento,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,3.0,11.0,6.0,4.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,5448631000.0,,5448631000.0,1701,Funcionamiento,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,27500000.0,,27500000.0,1701,Funcionamiento,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,8.0,3.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,1748584000.0,,1748584000.0,1701,Funcionamiento,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,8.0,4.0,1.0,
Gastos de personal,Planta de personal permanente,Salario,,4505398000.0,,4505398000.0,1701,Funcionamiento,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,1809927000.0,,1809927000.0,1701,Funcionamiento,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,652273000.0,,652273000.0,1701,Funcionamiento,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1.0,1.0,3.0,
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,191298000.0,,191298000.0,1701,Funcionamiento,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,2.0,1.0,,
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,1906378008.0,,1906378008.0,1701,Funcionamiento,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,2.0,2.0,,
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),27567000.0,,27567000.0,1701,Funcionamiento,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,3.0,4.0,2.0,12.0
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,30000000.0,,30000000.0,1701,Funcionamiento,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,8.0,3.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,37215000.0,,37215000.0,1701,Funcionamiento,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,8.0,4.0,1.0,
Mejoramiento de la habitabilidad rural,Intersubsectorial agropecuario,Subsidio para la construcción o mejoramiento de vivienda de interés social rural para la población rural   nacional,,228285711668.0,,228285711668.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1701.0,1100.0,3.0,
Inclusión productiva de pequeños productores rurales,Intersubsectorial agropecuario,Fortalecimiento de la cofinanciación de proyectos integrales de desarrollo agropecuario y rural para la población rural a nivel  nacional,,17595702586.0,,17595702586.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1702.0,1100.0,7.0,
Inclusión productiva de pequeños productores rurales,Intersubsectorial agropecuario,Fortalecimiento de las capacidades de los productores agropecuarios y sus esquemas asociativos en la generación y consolidación de encadenamientos productivos  nacional,,4835260345.0,,4835260345.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1702.0,1100.0,8.0,
Inclusión productiva de pequeños productores rurales,Intersubsectorial agropecuario,Formulación e implementación de planes y proyectos integrales con enfoque territorial para la población rural.  nacional,,47729382517.0,,47729382517.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1702.0,1100.0,9.0,
Inclusión productiva de pequeños productores rurales,Intersubsectorial agropecuario,Fortalecimiento para la atención de la mujer rural a nivel   nacional,,1122233060.0,,1122233060.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1702.0,1100.0,10.0,
Inclusión productiva de pequeños productores rurales,Intersubsectorial agropecuario,Apoyo para generar oportunidades a los jóvenes rurales para su integración generacional en el campo  nacional,,3206380172.0,,3206380172.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1702.0,1100.0,11.0,
Inclusión productiva de pequeños productores rurales,Intersubsectorial agropecuario,"Fortalecimiento de actividades que impulsen y contribuyan al desarrollo del sector agropecuario, pesquero y de desarrollo rural – fondo de fomento agropecuario - ffa  nacional",,14619140517.0,,14619140517.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1702.0,1100.0,12.0,
Inclusión productiva de pequeños productores rurales,Intersubsectorial agropecuario,Construcción y fortalecimiento de políticas de generación de ingresos y fortalecimiento de las capacidades productivas que permitan el desarrollo agropecuario y rural  nacional,,2842968621.0,,2842968621.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1702.0,1100.0,13.0,
Servicios financieros y gestión del riesgo para las actividades agropecuarias y rurales,Intersubsectorial agropecuario,Implementación de estrategias para la inclusión financiera en el sector agropecuario  nacional,,248517492672.0,,248517492672.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1703.0,1100.0,5.0,
Aprovechamiento de mercados externos,Intersubsectorial agropecuario,Aprovechamiento de las oportunidades agroexportadoras   nacional,,601595043.0,,601595043.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1706.0,1100.0,2.0,
"Ciencia, tecnología e innovación agropecuaria",Intersubsectorial agropecuario,Implementación de estrategias tecnologicas dirigidas al desarrollo de la cadena lactea   nacional,,18889322414.0,,18889322414.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1708.0,1100.0,1.0,
"Ciencia, tecnología e innovación agropecuaria",Intersubsectorial agropecuario,"Investigación fortalecer la generación de conocimiento científico, técnico, social y económico de la pesca y la acuicultura  nacional",,4015950431.0,,4015950431.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1708.0,1100.0,2.0,
Infraestructura productiva y comercialización,Intersubsectorial agropecuario,Fortalecimiento para  el desarrollo de la cadena forestal productiva  nacional,,4619140517.0,,4619140517.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1709.0,1100.0,3.0,
Infraestructura productiva y comercialización,Intersubsectorial agropecuario,Fortalecimiento de la competitividad de las cadenas productivas agropecuarias a nivel  nacional,,93097653448.0,,93097653448.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1709.0,1100.0,4.0,
Fortalecimiento de la gestión y dirección del sector agropecuario,Intersubsectorial agropecuario,Mejoramiento de la planeación estratégica y administrativa de la entidad a nivel  nacional,,5809570259.0,,5809570259.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1799.0,1100.0,8.0,
Fortalecimiento de la gestión y dirección del sector agropecuario,Intersubsectorial agropecuario,Adecuación a las instalaciones del ministerio de agricultura y desarrollo rural en materia de infraestructura física y gestión documental   bogotá,,11912760345.0,,11912760345.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1799.0,1100.0,9.0,
Fortalecimiento de la gestión y dirección del sector agropecuario,Intersubsectorial agropecuario,Implementación y fortalecimiento de iniciativas tecnológicas y de gestión de la información para el sector agropecuario.  bogotá,,12325520690.0,,12325520690.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1799.0,1100.0,10.0,
Fortalecimiento de la gestión y dirección del sector agropecuario,Intersubsectorial agropecuario,Fortalecimiento de las capacidades para la gestión y comprensión de la política de desarrollo rural  nacional,,2550846293.0,,2550846293.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1799.0,1100.0,11.0,
Fortalecimiento de la gestión y dirección del sector agropecuario,Intersubsectorial agropecuario,"Fortalecimiento del diseño, seguimiento y evaluación de políticas públicas para el desarrollo agropecuario   nacional",,3447656207.0,,3447656207.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1799.0,1100.0,12.0,
Ordenamiento social y uso productivo del territorio rural,Intersubsectorial agropecuario,Servicio de gestión de tecnologías de información y comunicación para la planificación del territorio rural para usos agropecuarios en el ámbito  nacional,,2300000000.0,,2300000000.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1704.0,1100.0,5.0,
Ordenamiento social y uso productivo del territorio rural,Intersubsectorial agropecuario,"Desarrollo de la planificación de las zonas de interés de desarrollo rural, económico y social en el ámbito  nacional",,1200000000.0,,1200000000.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1704.0,1100.0,6.0,
Ordenamiento social y uso productivo del territorio rural,Intersubsectorial agropecuario,Desarrollo de la planificación y gestión del territorio rural para usos agropecuarios en el ámbito  nacional,,9100000000.0,,9100000000.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1704.0,1100.0,7.0,
Fortalecimiento de la gestión y dirección del sector agropecuario,Intersubsectorial agropecuario,Fortalecimiento de la capacidad de gestión de la autoridad nacional de acuicultura y pesca - aunap  nacional,,4097082897.0,,4097082897.0,1701,Inversión,Ministerio de agricultura y desarrollo rural,17,Agricultura y desarrollo rural,,,1799.0,1100.0,2.0,
Gastos de personal,Planta de personal permanente,Salario,,62322438000.0,,62322438000.0,1702,Funcionamiento,Instituto colombiano agropecuario (ica),17,Agricultura y desarrollo rural,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,19830066000.0,,19830066000.0,1702,Funcionamiento,Instituto colombiano agropecuario (ica),17,Agricultura y desarrollo rural,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,7480080000.0,,7480080000.0,1702,Funcionamiento,Instituto colombiano agropecuario (ica),17,Agricultura y desarrollo rural,,,1.0,1.0,3.0,
Gastos de personal,Personal supernumerario y planta temporal,Salario,,777165000.0,,777165000.0,1702,Funcionamiento,Instituto colombiano agropecuario (ica),17,Agricultura y desarrollo rural,,,1.0,2.0,1.0,
Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,236583000.0,,236583000.0,1702,Funcionamiento,Instituto colombiano agropecuario (ica),17,Agricultura y desarrollo rural,,,1.0,2.0,2.0,
Gastos de personal,Personal supernumerario y planta temporal,Remuneraciones no constitutivas de factor salarial,,32023000.0,,32023000.0,1702,Funcionamiento,Instituto colombiano agropecuario (ica),17,Agricultura y desarrollo rural,,,1.0,2.0,3.0,
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,11680896802.0,6735629803.0,18416526605.0,1702,Funcionamiento,Instituto colombiano agropecuario (ica),17,Agricultura y desarrollo rural,,,2.0,2.0,,
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Oficina inter. de epizootias dl 1149/1956,286187000.0,429280000.0,715467000.0,1702,Funcionamiento,Instituto colombiano agropecuario (ica),17,Agricultura y desarrollo rural,,,3.0,2.0,2.0,95.0
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo rotatorio del transporte,,589000000.0,589000000.0,1702,Funcionamiento,Instituto colombiano agropecuario (ica),17,Agricultura y desarrollo rural,,,3.0,3.0,1.0,14.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),126026000.0,,126026000.0,1702,Funcionamiento,Instituto colombiano agropecuario (ica),17,Agricultura y desarrollo rural,,,3.0,4.0,2.0,1.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Cuotas partes pensionales (de pensiones),206600000.0,,206600000.0,1702,Funcionamiento,Instituto colombiano agropecuario (ica),17,Agricultura y desarrollo rural,,,3.0,4.0,2.0,2.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Programas de vivienda y otros (no de pensiones),1549097000.0,,1549097000.0,1702,Funcionamiento,Instituto colombiano agropecuario (ica),17,Agricultura y desarrollo rural,,,3.0,4.0,2.0,22.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,732200000.0,732200000.0,1702,Funcionamiento,Instituto colombiano agropecuario (ica),17,Agricultura y desarrollo rural,,,3.0,10.0,1.0,1.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Conciliaciones,,313800000.0,313800000.0,1702,Funcionamiento,Instituto colombiano agropecuario (ica),17,Agricultura y desarrollo rural,,,3.0,10.0,1.0,2.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,696000000.0,,696000000.0,1702,Funcionamiento,Instituto colombiano agropecuario (ica),17,Agricultura y desarrollo rural,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,,698000000.0,698000000.0,1702,Funcionamiento,Instituto colombiano agropecuario (ica),17,Agricultura y desarrollo rural,,,8.0,3.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,340248000.0,,340248000.0,1702,Funcionamiento,Instituto colombiano agropecuario (ica),17,Agricultura y desarrollo rural,,,8.0,4.0,1.0,
Sanidad agropecuaria e inocuidad agroalimentaria,Intersubsectorial agropecuario,Prevención y control de enfermedades y plagas e inocuidad en la producción primaria  nacional,,139253535985.0,50000000000.0,189253535985.0,1702,Inversión,Instituto colombiano agropecuario (ica),17,Agricultura y desarrollo rural,,,1707.0,1100.0,4.0,
